EPISODE_NUMBER,LAYER_1,LAYER_2,LAYER_3,LAYER_4,ACCURACY,LOSS
episode_1889,c_2,m_3,c_9,c_1,0.9722,0.09393084
episode_1890,c_5,c_4,m_3,c_11,0.975,0.08211986
episode_1891,c_8,c_10,c_4,c_11,0.9811,0.059395935
episode_1892,c_1,c_2,m_1,c_1,0.9728,0.088583834
episode_1893,c_8,c_11,c_8,c_8,0.9784,0.067632616
episode_1894,c_3,c_3,c_10,c_8,0.9781,0.06544271
episode_1895,c_6,c_12,c_9,c_1,0.9798,0.06302775
episode_1896,c_5,c_5,s,-,0.9775,0.07424695
episode_1897,c_4,s,-,-,0.9588,0.14197478
episode_1897,c_4,s,-,-,0.9584,0.14299645
episode_1897,c_4,s,-,-,0.9587,0.13953258
episode_1898,c_5,c_3,c_3,c_11,0.9805,0.062058702
episode_1899,c_8,c_3,c_9,m_1,0.978,0.06485518
episode_1900,c_5,c_12,c_9,c_1,0.9814,0.0597083
episode_1901,c_2,m_1,c_12,c_5,0.9706,0.1037333
episode_1902,c_6,m_2,c_4,c_1,0.9657,0.10861675
episode_1903,c_12,m_1,s,-,0.9535,0.16790813
episode_1903,c_12,m_1,s,-,0.9501,0.17252468
episode_1904,c_2,m_2,c_4,s,0.9659,0.11154263
episode_1905,c_9,c_5,c_6,m_2,0.9808,0.062296312
episode_1906,c_3,c_8,c_2,c_7,0.9795,0.06097297
episode_1907,c_11,c_6,c_8,m_2,0.9804,0.06349756
episode_1908,c_1,m_3,c_8,c_4,0.9487,0.17042422
episode_1909,c_7,c_12,m_1,c_9,0.9737,0.0859404
episode_1910,c_8,c_11,m_2,c_1,0.9753,0.08156164
episode_1911,c_6,m_2,c_8,c_12,0.9671,0.108704805
episode_1912,c_6,c_7,c_9,c_8,0.9794,0.06207581
episode_1913,m_3,c_7,c_8,m_2,0.8717,0.38322222
episode_1914,c_3,m_1,c_11,c_4,0.9689,0.10314696
episode_1915,c_2,c_12,c_11,c_11,0.978,0.064471334
episode_1916,c_4,c_4,c_2,c_10,0.9805,0.05898783
episode_1917,c_12,c_7,c_2,c_3,0.979,0.0656665
episode_1918,c_5,c_4,c_9,m_1,0.9808,0.05902005
episode_1919,c_10,c_6,c_6,s,0.9767,0.07404295
episode_1920,c_4,m_3,c_11,c_2,0.9631,0.1279183
episode_1921,c_3,c_10,m_3,c_5,0.9775,0.07554755
episode_1922,c_8,s,-,-,0.9613,0.13357337
episode_1922,c_8,s,-,-,0.962,0.13284324
episode_1923,c_1,c_1,c_11,c_6,0.9804,0.058347
episode_1924,c_11,c_6,c_8,m_2,0.9804,0.06349756
episode_1925,c_6,c_11,m_2,c_7,0.9749,0.08305917
episode_1926,c_2,c_6,c_5,s,0.9795,0.061970547
episode_1927,c_1,m_3,c_8,m_2,0.9603,0.14077152
episode_1928,c_9,c_2,c_10,c_8,0.9789,0.064232014
episode_1929,c_3,c_8,m_1,c_1,0.9735,0.08908311
episode_1930,c_1,c_1,c_7,m_2,0.9815,0.06004393
episode_1931,c_10,c_9,c_6,c_9,0.9816,0.059517678
episode_1932,c_6,c_7,c_8,c_10,0.979,0.06888179
episode_1933,c_2,m_2,s,-,0.9553,0.15493575
episode_1933,c_2,m_2,s,-,0.9533,0.16394566
episode_1933,c_2,m_2,s,-,0.9555,0.15514562
episode_1934,c_10,c_10,c_10,c_10,0.9798,0.06076517
episode_1935,c_2,c_9,c_6,m_3,0.9794,0.06478834
episode_1936,c_5,c_9,m_1,m_3,0.9735,0.08467049
episode_1937,c_6,c_4,c_12,c_11,0.9787,0.062804654
episode_1938,c_7,c_3,c_1,c_2,0.9803,0.06245129
episode_1939,c_11,c_11,c_10,c_2,0.9815,0.059580382
episode_1940,c_11,c_10,m_3,c_10,0.9748,0.08715495
episode_1941,c_5,c_6,s,-,0.9779,0.07086312
episode_1942,m_2,c_8,c_7,c_1,0.9503,0.16160053
episode_1943,c_1,c_2,c_8,c_8,0.9809,0.05758982
episode_1944,c_6,c_12,c_2,c_8,0.9798,0.06474265
episode_1945,c_2,c_7,m_2,c_8,0.9715,0.09269754
episode_1946,c_10,c_5,c_10,c_6,0.9806,0.059203934
episode_1947,c_5,c_2,c_5,c_9,0.9797,0.05933613
episode_1948,c_11,c_8,c_1,c_10,0.9795,0.062770806
episode_1949,c_11,c_10,s,-,0.9768,0.07346976
episode_1950,c_7,m_1,c_4,m_3,0.967,0.10986626
episode_1951,c_2,c_8,m_3,c_4,0.9807,0.06647137
episode_1952,c_3,c_10,c_9,c_12,0.9804,0.059277378
episode_1953,c_3,m_1,c_5,c_7,0.9683,0.10524955
episode_1954,c_3,c_3,c_10,c_8,0.9781,0.06544271
episode_1955,c_1,c_1,c_8,c_7,0.9807,0.05643825
episode_1956,c_12,c_1,c_5,c_6,0.9805,0.058275245
episode_1957,c_2,c_6,c_11,c_3,0.9784,0.06383593
episode_1958,c_3,c_11,c_5,c_8,0.9808,0.061105534
episode_1959,c_3,c_2,c_7,c_2,0.9794,0.06708236
episode_1960,c_2,c_9,m_1,c_11,0.9742,0.083324656
episode_1961,c_6,c_6,m_2,m_2,0.9748,0.080848455
episode_1962,c_5,m_1,c_2,m_2,0.9672,0.108546354
episode_1963,c_5,m_2,m_3,m_1,0.929,0.2831033
episode_1964,m_2,m_2,c_9,s,0.7089,0.8761867
episode_1965,c_10,m_2,c_4,s,0.9627,0.12089192
episode_1966,c_6,m_1,c_3,c_3,0.969,0.1014726
episode_1967,c_3,c_10,c_3,m_3,0.9798,0.062236667
episode_1968,c_1,c_6,c_4,c_3,0.9814,0.056733217
episode_1969,c_4,m_1,c_10,c_2,0.9674,0.11084886
episode_1970,c_2,c_12,c_1,m_2,0.9798,0.062227063
episode_1971,c_11,c_6,c_7,m_3,0.9801,0.06114511
episode_1972,c_7,c_4,c_2,c_2,0.9795,0.060958695
episode_1973,c_1,c_11,c_5,c_2,0.9805,0.060178496
episode_1974,c_12,c_9,c_4,c_11,0.9805,0.06177254
episode_1975,c_3,c_10,c_5,c_11,0.9793,0.06262065
episode_1976,c_12,c_3,c_5,c_8,0.9784,0.06275815
episode_1977,c_1,m_3,c_2,m_2,0.9587,0.13991039
episode_1978,c_1,c_9,m_1,c_9,0.9745,0.08326685
episode_1979,c_1,c_8,c_11,c_2,0.9813,0.05999218
episode_1980,c_10,c_5,c_8,c_9,0.9813,0.058638982
episode_1981,m_3,c_10,c_5,s,0.8736,0.38806865
episode_1981,m_3,c_10,c_5,s,0.8445,0.49697664
episode_1982,c_11,c_3,m_1,s,0.9772,0.07398213
episode_1983,c_9,c_7,c_12,c_7,0.9787,0.06114044
episode_1984,c_5,m_2,m_3,m_1,0.929,0.2831033
episode_1985,c_2,c_5,s,-,0.9766,0.07001902
episode_1986,c_3,c_3,c_3,m_1,0.9784,0.06483513
episode_1987,c_12,c_9,c_12,c_11,0.98,0.05878454
episode_1988,c_10,c_12,c_2,c_9,0.9795,0.061871637
episode_1989,c_3,c_2,s,-,0.9766,0.0718533
episode_1990,c_2,c_2,m_2,s,0.9738,0.087790824
episode_1991,c_1,c_12,m_1,c_7,0.9755,0.08106989
episode_1992,c_11,c_12,c_5,m_3,0.9796,0.06252173
episode_1993,c_5,m_1,m_1,c_7,0.9412,0.20761774
episode_1994,c_11,c_6,c_5,c_12,0.98,0.061411332
episode_1995,m_2,c_2,c_3,s,0.9513,0.15756728
episode_1996,c_3,c_3,c_10,c_9,0.978,0.06543112
episode_1997,c_8,c_1,c_8,c_12,0.9792,0.065154456
episode_1998,c_11,c_1,s,-,0.9765,0.07349411
episode_1998,c_11,c_1,s,-,0.9761,0.0747213
episode_1999,c_1,c_3,c_2,c_6,0.9794,0.061006427
episode_2000,c_1,c_6,c_6,c_12,0.9728,0.08566062
episode_2001,c_2,c_8,c_7,m_2,0.9729,0.08740522
episode_2002,s,-,-,-,0.9111,0.328965
episode_2003,c_10,c_2,c_2,c_11,0.9742,0.08204744
episode_2004,c_1,c_4,m_3,m_2,0.9505,0.17037165
episode_2005,c_9,m_1,c_2,c_2,0.9523,0.16256768
episode_2006,c_1,c_10,c_2,c_6,0.9725,0.08615666
episode_2007,m_2,c_7,c_4,s,0.9342,0.2182254
episode_2008,c_11,c_3,c_9,c_1,0.9736,0.08262228
episode_2009,c_2,c_10,c_5,m_3,0.9717,0.08958579
episode_2010,c_5,c_8,s,-,0.9775,0.07043471
episode_2011,c_6,c_3,c_2,c_1,0.9787,0.064169265
episode_2012,m_3,c_2,c_11,m_1,0.8609,0.44846258
episode_2013,c_3,c_6,c_11,m_2,0.9718,0.08798489
episode_2014,c_1,m_1,c_10,c_11,0.949,0.1762717
episode_2015,m_2,c_2,c_7,m_3,0.9314,0.22645175
episode_2016,c_1,c_10,c_6,m_2,0.9743,0.07884389
episode_2017,m_2,c_11,c_5,m_1,0.9335,0.22348346
episode_2018,c_10,c_3,m_2,m_2,0.963,0.12387445
episode_2019,c_1,m_1,c_4,m_2,0.9496,0.16742274
episode_2020,c_1,c_9,c_5,c_3,0.9738,0.08027493
episode_2021,c_11,c_7,c_5,c_3,0.9741,0.08408049
episode_2022,c_6,c_5,c_8,c_8,0.9737,0.082274646
episode_2023,c_9,c_8,c_2,c_8,0.9716,0.08605572
episode_2024,c_2,c_6,c_5,c_8,0.9745,0.07979139
episode_2025,c_11,c_6,c_5,m_1,0.9742,0.08210276
episode_2026,c_11,c_6,c_9,c_12,0.9798,0.065864675
episode_2027,c_1,c_6,c_10,c_8,0.9748,0.08365548
episode_2028,m_1,c_6,c_2,m_3,0.9327,0.21972784
episode_2029,c_1,c_6,c_12,c_10,0.9744,0.08471157
episode_2030,c_1,c_4,c_5,c_2,0.9737,0.082880534
episode_2031,s,-,-,-,0.9111,0.328965
episode_2032,s,-,-,-,0.9111,0.328965
episode_2033,c_2,c_2,c_9,m_2,0.9738,0.08080689
episode_2034,c_3,c_1,c_5,m_2,0.9811,0.05768415
episode_2035,c_4,m_1,c_2,c_10,0.9486,0.17231444
episode_2036,c_2,c_8,c_3,m_2,0.9744,0.080640934
episode_2037,c_4,c_12,c_8,c_12,0.9747,0.08081776
episode_2038,c_10,c_6,c_5,c_2,0.9707,0.090457425
episode_2039,c_1,c_11,m_3,c_12,0.9645,0.12301494
episode_2040,c_8,c_8,m_1,m_2,0.9616,0.13355228
episode_2041,c_10,c_10,c_8,m_3,0.9746,0.07946333
episode_2042,s,-,-,-,0.9111,0.328965
episode_2043,c_3,m_2,c_4,m_2,0.9551,0.15391837
episode_2044,c_4,c_8,s,-,0.9668,0.10959436
episode_2045,s,-,-,-,0.9111,0.328965
episode_2046,c_4,c_6,c_11,m_3,0.9739,0.0844318
episode_2047,c_9,c_1,c_5,s,0.9715,0.090789855
episode_2048,c_8,c_12,c_4,c_9,0.9726,0.092482485
episode_2049,m_2,c_9,c_8,c_3,0.9304,0.22768554
episode_2050,c_6,s,-,-,0.9632,0.12855202
episode_2050,c_6,s,-,-,0.9631,0.12906559
episode_2050,c_6,s,-,-,0.9626,0.1315919
episode_2051,c_12,m_3,c_6,c_1,0.9574,0.14573076
episode_2052,c_2,c_10,m_1,m_2,0.9586,0.13777465
episode_2053,c_1,c_2,m_2,c_6,0.9603,0.13137402
episode_2054,c_3,c_4,c_1,m_2,0.9731,0.08757171
episode_2055,c_6,c_10,m_3,c_4,0.9566,0.14715439
episode_2056,c_5,m_1,m_3,c_1,0.9056,0.37601528
episode_2057,m_1,c_8,c_11,m_3,0.9361,0.21174383
episode_2058,c_4,m_2,c_7,m_2,0.9462,0.17793421
episode_2059,c_7,c_7,m_2,c_7,0.9539,0.15212096
episode_2060,c_11,c_5,c_5,c_11,0.9739,0.08505222
episode_2061,c_3,c_3,c_5,c_10,0.9721,0.08962175
episode_2062,c_6,c_5,c_11,c_1,0.9744,0.08013609
episode_2063,m_2,m_3,c_8,c_4,0.5108,1.5045754
episode_2064,c_2,c_8,c_6,c_8,0.9727,0.09070973
episode_2065,c_7,c_6,c_5,m_3,0.9737,0.087394446
episode_2066,m_3,c_4,c_11,m_2,0.8608,0.4463529
episode_2067,c_7,c_12,c_6,c_3,0.9739,0.08554803
episode_2068,c_6,c_5,c_5,c_1,0.9715,0.08876631
episode_2069,c_4,m_3,c_5,m_2,0.9219,0.26329237
episode_2070,c_1,c_6,c_3,c_3,0.9721,0.08673144
episode_2071,m_3,c_1,c_5,c_12,0.8643,0.43862018
episode_2072,c_1,m_2,c_8,c_5,0.9477,0.17319109
episode_2073,c_9,c_1,m_2,m_3,0.9569,0.14022589
episode_2074,c_4,c_12,s,-,0.967,0.106992625
episode_2075,c_1,s,-,-,0.9595,0.14239001
episode_2075,c_1,s,-,-,0.9589,0.14358625
episode_2075,c_1,s,-,-,0.9575,0.14356542
episode_2076,c_1,m_2,c_1,m_2,0.9433,0.18086922
episode_2077,c_4,c_9,c_7,c_1,0.9747,0.08402299
episode_2078,c_2,m_1,c_9,c_7,0.9542,0.16089736
episode_2079,c_5,c_9,c_11,c_11,0.9736,0.084002756
episode_2080,c_1,c_12,c_5,c_2,0.9719,0.086553015
episode_2081,c_1,c_6,c_10,m_2,0.9728,0.084664136
episode_2082,c_2,m_2,c_5,s,0.9524,0.16451338
episode_2083,c_10,c_3,c_1,c_12,0.9732,0.08185703
episode_2084,c_1,c_4,c_4,m_1,0.9731,0.086926125
episode_2085,c_11,c_6,c_2,c_1,0.9733,0.08161194
episode_2086,c_10,c_4,c_11,c_8,0.9741,0.0798477
episode_2087,c_4,c_7,c_12,m_2,0.9747,0.07809023
episode_2088,c_11,c_3,c_5,c_10,0.9726,0.087155685
episode_2089,c_12,m_2,c_5,m_2,0.9521,0.15828632
episode_2090,m_2,c_9,c_6,s,0.934,0.21963574
episode_2091,c_1,c_6,c_2,c_5,0.9731,0.08475412
episode_2092,c_8,c_10,m_1,c_9,0.9576,0.13995044
episode_2093,c_11,m_2,c_9,c_5,0.9507,0.16656955
episode_2094,m_3,c_1,m_1,c_6,0.7758,0.77715707
episode_2095,s,-,-,-,0.9111,0.328965
episode_2096,c_3,c_10,c_7,m_2,0.9743,0.08387105
episode_2097,c_10,c_10,c_8,c_7,0.9748,0.084176205
episode_2098,m_1,c_5,m_1,c_7,0.9097,0.34227705
episode_2099,c_7,c_11,c_5,m_2,0.9735,0.08318356
episode_2100,m_1,m_1,m_2,c_10,0.4586,1.8494029
episode_2101,c_1,c_6,c_7,c_4,0.9732,0.08380129
episode_2102,c_1,c_3,m_2,c_5,0.9631,0.12425224
episode_2103,c_3,c_10,m_2,c_7,0.9589,0.1414869
episode_2104,c_1,c_8,c_12,c_1,0.9725,0.08403661
episode_2105,c_9,c_1,c_10,m_3,0.9724,0.08442451
episode_2106,m_1,c_7,c_1,c_11,0.9348,0.21495141
episode_2107,c_12,c_7,m_1,c_8,0.9595,0.14115418
episode_2108,c_9,c_5,c_9,m_2,0.9731,0.08627279
episode_2109,c_1,c_7,c_9,c_2,0.9735,0.08616309
episode_2110,m_3,c_6,m_3,s,0.7902,0.7693948
episode_2111,c_11,c_9,c_3,c_7,0.9745,0.08337057
episode_2112,c_7,c_8,m_2,c_6,0.9605,0.13598244
episode_2113,c_8,c_1,c_10,m_2,0.9739,0.08184259
episode_2114,c_4,c_2,c_1,c_8,0.9734,0.08955586
episode_2115,c_2,c_4,c_12,m_2,0.9726,0.08436138
episode_2116,c_4,c_7,c_9,c_6,0.973,0.08627923
episode_2117,c_12,c_11,m_2,s,0.9625,0.13157864
episode_2118,c_11,c_7,c_8,c_5,0.9744,0.082482465
episode_2119,c_2,c_6,c_12,m_2,0.9726,0.08941309
episode_2120,c_9,c_4,c_8,m_2,0.9736,0.08331926
episode_2121,c_8,c_9,c_4,c_3,0.9735,0.084607095
episode_2122,c_3,c_11,m_1,c_4,0.9611,0.1357178
episode_2123,c_12,m_1,m_2,c_3,0.9452,0.21443309
episode_2124,c_1,c_6,c_5,c_11,0.9728,0.08491015
episode_2125,c_8,c_9,c_2,c_11,0.972,0.087020785
episode_2126,c_6,c_10,s,-,0.9683,0.10795242
episode_2127,c_10,c_5,c_10,c_9,0.9741,0.08130574
episode_2128,c_9,c_6,c_4,m_2,0.9729,0.08881329
episode_2129,c_4,c_6,c_12,m_2,0.9727,0.084918976
episode_2130,c_8,m_2,c_11,c_11,0.9498,0.16474403
episode_2131,c_8,c_12,s,-,0.9759,0.074727885
episode_2132,m_3,c_10,c_12,c_10,0.8596,0.4571148
episode_2133,c_1,c_7,c_2,c_12,0.9723,0.085459895
episode_2134,m_3,c_1,s,-,0.8291,0.5758364
episode_2135,c_7,c_12,c_5,m_2,0.9745,0.081558116
episode_2136,m_2,c_6,c_4,c_6,0.9286,0.23168945
episode_2137,c_2,c_2,m_3,c_5,0.9661,0.11754797
episode_2138,m_1,c_7,c_5,m_3,0.9335,0.21078223
episode_2139,s,-,-,-,0.9111,0.328965
episode_2140,c_1,c_3,c_12,c_7,0.9732,0.08379827
episode_2141,m_2,c_8,c_4,c_6,0.9328,0.22071448
episode_2142,c_7,c_6,c_12,c_11,0.9746,0.07795939
episode_2143,c_3,c_6,c_2,c_11,0.9734,0.083830915
episode_2144,s,-,-,-,0.9111,0.328965
episode_2145,c_5,c_3,m_2,c_9,0.9644,0.120703444
episode_2146,c_3,c_6,m_3,m_2,0.9697,0.10165729
episode_2147,c_1,c_12,c_5,c_6,0.9741,0.08438233
episode_2148,c_10,c_3,c_5,c_5,0.9721,0.09185429
episode_2149,c_1,c_3,c_4,c_5,0.9746,0.08254545
episode_2150,m_2,c_7,s,-,0.9108,0.306239
episode_2151,c_4,c_12,c_5,c_8,0.9728,0.08540961
episode_2152,c_8,c_6,c_5,m_2,0.972,0.08543801
episode_2153,c_1,m_1,c_5,c_6,0.9491,0.17552328
episode_2154,c_7,c_6,c_5,m_2,0.9735,0.08257416
episode_2155,c_7,c_11,c_6,m_2,0.9724,0.083566815
episode_2156,m_3,m_3,c_3,m_2,0.4351,1.7177423
episode_2157,c_10,m_2,m_2,m_2,0.8899,0.40588698
episode_2158,c_11,m_3,c_2,c_5,0.9336,0.21817707
episode_2159,c_1,m_3,m_2,c_5,0.8707,0.52082753
episode_2160,c_11,c_6,m_1,c_11,0.9628,0.12885018
episode_2161,c_11,c_11,c_12,c_5,0.9732,0.085141495
episode_2162,c_10,c_12,c_8,c_3,0.9737,0.080754675
episode_2163,c_1,c_10,c_9,s,0.9739,0.0816374
episode_2164,m_1,c_3,c_5,c_7,0.9341,0.21762007
episode_2165,c_12,c_2,c_5,c_2,0.972,0.08777109
episode_2166,c_5,c_8,c_8,m_1,0.9749,0.08283437
episode_2167,c_5,c_6,m_1,c_4,0.9607,0.13390131
episode_2168,c_12,c_6,m_3,c_2,0.9662,0.112031646
episode_2169,c_12,m_1,c_6,c_12,0.9532,0.15665226
episode_2170,c_7,c_6,c_9,m_2,0.9734,0.0850504
episode_2171,c_6,m_1,c_9,c_9,0.9504,0.16417328
episode_2172,c_6,c_4,c_9,c_3,0.9725,0.07997163
episode_2173,m_1,c_6,m_2,m_2,0.9244,0.28604224
episode_2174,m_3,c_11,c_1,c_7,0.8513,0.47661972
episode_2175,c_5,m_2,c_2,m_2,0.9513,0.16501127
episode_2176,c_12,s,-,-,0.9625,0.13331962
episode_2177,c_1,c_11,c_5,c_12,0.9739,0.08125565
episode_2178,c_8,c_2,c_8,c_7,0.9742,0.083204634
episode_2179,c_1,c_2,c_7,c_8,0.9748,0.08092253
episode_2180,m_3,c_6,c_1,c_3,0.849,0.48188525
episode_2181,c_8,c_10,c_3,m_3,0.9755,0.08028303
episode_2182,c_7,c_6,c_10,m_2,0.9731,0.08692721
episode_2183,c_12,c_8,c_11,c_4,0.9716,0.08761336
episode_2184,c_1,c_10,s,-,0.9774,0.07518652
episode_2185,c_1,c_3,c_9,c_4,0.9733,0.082272865
episode_2186,m_3,m_3,c_10,c_2,0.4174,1.7706174
episode_2187,c_12,c_6,m_2,c_12,0.9629,0.12316729
episode_2188,c_3,c_1,c_7,c_4,0.9718,0.087612145
episode_2189,c_1,c_9,c_5,c_3,0.9738,0.08027493
episode_2190,c_5,c_9,c_9,c_3,0.974,0.083785154
episode_2191,c_12,c_8,c_3,c_11,0.9736,0.08624013
episode_2192,c_1,c_10,c_4,m_2,0.9744,0.08284689
episode_2193,s,-,-,-,0.9111,0.328965
episode_2194,c_3,c_3,c_9,m_3,0.9741,0.0838073
episode_2195,c_1,c_7,c_1,c_8,0.9732,0.08167839
episode_2196,m_3,m_1,m_2,m_1,0.278,2.0709066
episode_2197,c_1,c_9,c_7,c_4,0.9737,0.08153918
episode_2198,c_4,m_3,c_5,m_2,0.9219,0.26329237
episode_2199,c_7,c_12,c_3,c_7,0.973,0.08475857
episode_2200,c_12,c_7,c_10,c_4,0.973,0.08479324
episode_2201,c_7,m_3,s,-,0.9444,0.1980378
episode_2202,c_1,c_6,s,-,0.9762,0.071903825
episode_2203,c_2,m_3,c_1,c_6,0.9416,0.19776444
episode_2204,s,-,-,-,0.9111,0.328965
episode_2205,c_8,c_6,c_5,c_5,0.9722,0.08532574
episode_2206,c_2,c_6,c_3,c_11,0.9726,0.085642144
episode_2207,c_1,m_1,c_9,c_6,0.9493,0.1708829
episode_2208,c_1,c_6,c_6,m_1,0.9747,0.07995909
episode_2209,c_1,c_7,m_2,c_5,0.9578,0.14452098
episode_2210,c_4,c_3,c_2,c_11,0.9757,0.079924345
episode_2211,c_11,c_4,c_9,c_1,0.9744,0.07875393
episode_2212,s,-,-,-,0.9111,0.328965
episode_2213,m_2,c_9,c_5,c_12,0.9346,0.2194767
episode_2214,c_2,m_2,m_1,m_2,0.921,0.28658378
episode_2215,c_12,m_2,c_3,c_8,0.9516,0.16137852
episode_2216,m_1,c_5,c_10,m_2,0.932,0.22285531
episode_2217,m_3,m_3,c_4,c_6,0.4158,1.7659233
episode_2218,m_3,c_11,c_5,c_4,0.8585,0.461166
episode_2219,c_12,c_6,c_12,c_2,0.9734,0.08745254
episode_2220,c_1,c_3,s,-,0.9777,0.07301677
episode_2221,c_5,c_1,c_5,m_2,0.9738,0.08230535
episode_2222,c_9,c_2,c_12,c_7,0.9742,0.08624549
episode_2223,c_9,c_6,m_2,c_11,0.9663,0.1155861
episode_2224,c_3,c_6,c_4,m_2,0.9726,0.08641352
episode_2225,c_9,c_1,m_1,c_10,0.9576,0.14616029
episode_2226,c_1,c_4,c_9,m_2,0.9746,0.079955965
episode_2227,c_6,c_4,c_1,c_9,0.9737,0.08289504
episode_2228,c_1,c_6,c_7,s,0.9801,0.060518574
episode_2229,c_4,s,-,-,0.9588,0.14197478
episode_2229,c_4,s,-,-,0.9584,0.14299645
episode_2229,c_4,s,-,-,0.9587,0.13953258
episode_2230,c_1,c_10,c_5,m_3,0.9741,0.08428208
episode_2231,s,-,-,-,0.9111,0.328965
episode_2232,m_1,c_12,c_3,c_2,0.9348,0.21547581
episode_2233,s,-,-,-,0.9111,0.328965
episode_2234,c_5,c_1,c_5,c_10,0.9738,0.08350771
episode_2235,c_4,c_6,s,-,0.9662,0.11115254
episode_2236,c_10,c_6,c_2,c_4,0.9732,0.08548471
episode_2237,c_5,c_6,c_5,m_2,0.9756,0.07939273
episode_2238,m_2,s,-,-,0.8894,0.41746303
episode_2238,m_2,s,-,-,0.8887,0.41835153
episode_2239,m_1,c_3,c_5,c_4,0.9332,0.22137171
episode_2240,c_1,m_3,c_5,c_11,0.9205,0.25649425
episode_2241,c_5,c_6,c_2,c_9,0.9731,0.08553815
episode_2242,c_3,c_4,c_11,c_11,0.9732,0.08574569
episode_2243,m_2,m_1,c_5,c_6,0.7654,0.7787985
episode_2244,c_8,c_4,c_7,c_9,0.9736,0.08289663
episode_2245,c_1,c_4,c_9,s,0.9742,0.07872977
episode_2246,c_2,c_5,c_4,c_12,0.9738,0.08218061
episode_2247,c_2,m_3,c_2,c_9,0.9433,0.19595413
episode_2248,c_3,m_1,c_7,c_5,0.9529,0.16140565
episode_2249,m_3,s,-,-,0.7908,0.7308557
episode_2249,m_3,s,-,-,0.7882,0.7370571
episode_2250,c_6,c_6,c_10,c_2,0.9724,0.0842735
episode_2251,c_6,c_7,m_1,m_2,0.9595,0.14062506
episode_2252,c_5,c_7,c_10,c_10,0.9735,0.08205574
episode_2253,c_3,c_8,m_1,m_2,0.9609,0.13361584
episode_2254,s,-,-,-,0.9111,0.328965
episode_2255,c_11,c_10,c_9,c_3,0.9743,0.08255673
episode_2256,c_1,m_1,c_9,m_1,0.9509,0.16955453
episode_2257,c_7,c_2,c_11,m_2,0.9738,0.08364744
episode_2258,m_2,c_6,c_9,m_1,0.9306,0.22109456
episode_2259,c_1,c_3,c_5,c_4,0.9743,0.08279048
episode_2260,c_6,c_6,c_2,s,0.9723,0.089130014
episode_2261,c_7,c_6,c_9,c_4,0.9743,0.08332096
episode_2262,c_11,c_4,s,-,0.9683,0.113018796
episode_2263,c_2,c_1,c_2,c_7,0.9743,0.08154015
episode_2264,c_10,c_1,m_2,m_1,0.956,0.15137307
episode_2265,c_4,c_1,m_3,m_2,0.9495,0.17419158
episode_2266,c_1,c_8,c_3,m_2,0.9739,0.081590794
episode_2267,c_3,s,-,-,0.9638,0.12899147
episode_2267,c_3,s,-,-,0.9637,0.12989098
episode_2268,c_2,c_5,s,-,0.9766,0.07001902
episode_2269,c_10,s,-,-,0.9577,0.14597565
episode_2269,c_10,s,-,-,0.9569,0.14598967
episode_2270,c_4,m_3,c_4,c_1,0.9205,0.26647282
episode_2271,m_1,s,-,-,0.8985,0.39769065
episode_2271,m_1,s,-,-,0.8964,0.4006543
episode_2271,m_1,s,-,-,0.8953,0.40298048
episode_2272,c_1,c_7,c_5,c_3,0.9741,0.08052845
episode_2273,c_1,m_2,c_2,m_2,0.9471,0.17487778
episode_2274,c_2,c_10,m_3,c_2,0.9532,0.15713517
episode_2275,c_7,s,-,-,0.9576,0.14393954
episode_2276,c_5,m_3,c_11,c_4,0.9423,0.19640087
episode_2277,c_5,c_5,c_5,s,0.9725,0.0851211
episode_2278,c_1,c_2,c_1,c_8,0.973,0.08385617
episode_2279,m_3,c_10,c_5,m_2,0.8548,0.4675352
episode_2280,c_3,c_12,c_6,c_12,0.9722,0.086503685
episode_2281,c_7,m_1,c_5,c_3,0.9506,0.16938198
episode_2282,c_5,c_1,m_3,c_1,0.9525,0.1572243
episode_2283,c_7,m_2,c_10,c_12,0.9463,0.17652945
episode_2284,c_11,c_7,c_5,c_5,0.9732,0.081115015
episode_2285,c_2,c_5,c_5,c_1,0.9756,0.07801675
episode_2286,c_10,c_7,c_12,c_11,0.9739,0.08389353
episode_2287,c_10,c_6,s,-,0.9763,0.07573091
episode_2287,c_10,c_6,s,-,0.9771,0.0738695
episode_2288,c_5,c_6,m_3,c_8,0.9699,0.10211911
episode_2289,s,-,-,-,0.9111,0.328965
episode_2290,m_3,m_2,c_5,c_1,0.5208,1.4787793
episode_2291,c_4,c_5,s,-,0.9761,0.076281786
episode_2292,c_12,c_10,c_5,c_6,0.972,0.09088261
episode_2293,c_4,c_12,s,-,0.967,0.106992625
episode_2294,c_2,m_1,s,-,0.9492,0.176647
episode_2295,c_1,c_4,c_12,c_7,0.9749,0.0806828
episode_2296,m_1,c_6,s,-,0.9136,0.3000911
episode_2297,m_2,c_2,c_1,c_3,0.9325,0.22488204
episode_2298,c_3,c_5,s,-,0.9769,0.07370273
episode_2299,c_1,c_10,c_6,c_2,0.9731,0.08451623
episode_2300,c_5,c_8,c_3,c_5,0.9723,0.08302451
episode_2301,m_3,s,-,-,0.7908,0.7308557
episode_2301,m_3,s,-,-,0.7882,0.7370571
episode_2302,c_9,c_6,c_1,m_2,0.9734,0.08456029
episode_2303,c_12,m_2,c_6,c_4,0.9526,0.16102572
episode_2304,c_6,m_3,c_1,m_2,0.9523,0.16636659
