EPISODE_NUMBER,LAYER_1,LAYER_2,LAYER_3,LAYER_4,ACCURACY,LOSS
episode_860,c_11,m_1,m_1,s,0.7236,0.8043487915
episode_861,c_9,c_2,c_8,m_2,0.71,0.8386000104
episode_862,c_7,c_9,c_2,c_7,0.7322,0.8090004247
episode_863,c_5,c_3,m_1,c_4,0.7051,0.8548794303
episode_864,c_12,c_6,c_5,s,0.7257,0.8286630089
episode_865,c_6,c_3,c_3,c_1,0.7346,0.7870796384
episode_866,c_9,c_7,c_9,c_10,0.7072,0.8593181846
episode_867,c_1,c_11,c_2,c_1,0.738,0.7827855728
episode_868,c_2,c_12,c_7,s,0.7177,0.8411133216
episode_869,c_5,c_4,c_3,m_1,0.7175,0.8146954215
episode_870,c_6,c_6,c_4,m_3,0.7272,0.7731653383
episode_871,c_4,c_3,m_3,m_2,0.7199,0.8205918969
episode_872,c_6,c_6,m_1,m_1,0.7072,0.8569964466
episode_873,c_7,c_3,c_6,c_1,0.7183,0.8288707768
episode_874,m_1,c_7,c_8,c_9,0.6833,1.0054539566
episode_875,c_10,c_10,c_3,c_1,0.744,0.81759966
episode_876,c_3,c_7,c_1,c_8,0.7011,0.8917537936
episode_877,c_4,c_10,c_12,c_10,0.7483,0.7395920904
episode_878,c_7,c_9,m_2,c_3,0.7387,0.7528718933
episode_879,c_9,c_9,c_9,c_3,0.7455,0.7614008203
episode_880,c_4,c_9,c_11,c_3,0.7417,0.7592806885
episode_881,c_12,m_3,c_11,c_5,0.778,0.6720476926
episode_882,c_10,c_1,c_1,c_9,0.724,0.8398697092
episode_883,c_7,c_10,c_3,m_1,0.7227,0.8311607223
episode_884,c_12,c_7,s,-,0.6822,0.9580085474
episode_885,c_7,m_2,c_1,c_9,0.7313,0.8015811863
episode_886,c_10,m_2,s,-,0.6796,0.9340165803
episode_887,c_2,c_7,m_1,c_5,0.7138,0.8776090738
episode_888,c_1,c_5,c_6,c_10,0.6783,1.0345636516
episode_889,c_12,m_1,m_1,c_11,0.717,0.8256935469
episode_890,m_3,c_8,c_11,c_4,0.6688,0.9841967431
episode_891,c_8,s,-,-,0.6822,0.9504524675
episode_892,c_3,c_10,m_1,c_6,0.7294,0.8031685129
episode_893,c_10,c_6,c_1,c_3,0.7434,0.7522839264
episode_894,c_11,c_11,c_6,c_7,0.7227,0.8183976976
episode_895,c_10,c_5,c_10,c_6,0.7262,0.8141283049
episode_896,c_12,c_7,c_1,c_3,0.7462,0.7590766714
episode_897,c_3,c_7,c_2,c_11,0.7279,0.7953396857
episode_898,c_8,c_2,m_3,c_12,0.775,0.6638746689
episode_899,c_1,m_2,c_8,c_1,0.7535,0.7335019248
episode_900,m_1,c_12,m_2,m_1,0.663,0.9834420828
episode_901,c_3,c_12,c_3,c_9,0.7577,0.7437761021
episode_902,c_10,m_1,c_7,c_12,0.7609,0.7327970257
episode_903,c_10,c_5,c_10,c_6,0.7262,0.8141283049
episode_904,c_8,c_3,c_3,c_2,0.7441,0.7612778426
episode_905,c_7,m_1,c_4,m_3,0.6938,0.8914270576
episode_906,c_9,m_2,c_7,c_4,0.7465,0.753491062
episode_907,c_11,m_3,m_2,c_4,0.7125,0.8338005322
episode_908,m_3,c_9,c_2,c_1,0.6602,0.9961773536
episode_909,c_3,c_2,m_3,c_10,0.7232,0.8310182674
episode_910,c_12,c_9,c_10,c_3,0.7353,0.7889003453
episode_911,c_11,c_1,s,-,0.6648,0.9658538896
episode_912,c_11,c_11,c_6,c_7,0.7227,0.8183976976
episode_913,c_10,m_2,c_1,c_7,0.7333,0.7742034185
episode_914,c_3,c_1,c_3,s,0.7134,0.8552362526
episode_915,c_7,c_10,m_2,s,0.6695,0.990557504
episode_916,c_6,c_11,m_2,c_7,0.7298,0.7924673386
episode_917,c_8,c_7,c_5,c_12,0.7191,0.8306212075
episode_918,c_4,c_7,m_3,c_11,0.7509,0.7484703567
episode_919,c_9,c_1,c_4,c_5,0.7113,0.9032897329
episode_920,c_8,c_5,c_9,m_3,0.7238,0.8241757442
episode_921,m_2,m_2,c_4,c_6,0.5937,1.1657395552
episode_922,c_3,m_1,c_4,m_1,0.6682,0.9526095943
episode_923,c_6,c_11,c_8,c_8,0.7429,0.7795238375
episode_924,c_9,c_2,c_10,c_8,0.7368,0.7838314301
episode_925,c_3,c_3,c_10,c_8,0.7419,0.7636387531
episode_926,c_10,c_10,c_3,c_2,0.7414,0.7779434106
episode_927,c_6,c_5,c_3,c_8,0.7208,0.8414889071
episode_928,c_1,c_8,c_7,m_2,0.7217,0.7946714757
episode_929,c_7,c_6,c_6,m_1,0.7404,0.8498554743
episode_930,c_9,c_7,c_4,c_11,0.7237,0.825305896
episode_931,c_2,m_2,c_4,s,0.7026,0.8730518569
episode_932,c_11,c_2,c_8,m_3,0.6865,0.9093677519
episode_933,c_11,c_6,c_8,m_2,0.7314,0.7863259398
episode_934,c_10,c_10,c_9,c_1,0.7295,0.8125290442
episode_935,c_9,m_3,m_1,m_2,0.7035,0.931039506
episode_936,c_5,c_4,c_9,m_1,0.7211,0.8335338974
episode_937,c_11,s,-,-,0.6841,0.9466346931
episode_938,c_3,m_1,c_7,c_9,0.7416,0.8156670705
episode_939,c_10,c_11,c_1,c_10,0.7374,0.8067262404
episode_940,c_2,c_11,m_1,m_1,0.7327,0.7872689457
episode_941,c_4,c_6,m_1,c_11,0.7292,0.8434698656
episode_942,c_3,c_5,c_12,c_8,0.7461,0.7895703685
episode_943,c_4,c_2,c_5,c_10,0.7116,0.8328255834
episode_944,c_6,m_3,c_9,c_11,0.7832,0.6501892401
episode_945,c_2,c_11,c_1,c_12,0.7276,0.8038307641
episode_946,c_10,m_1,c_6,c_3,0.7479,0.7444739493
episode_947,c_11,m_2,c_6,c_5,0.7385,0.7728996809
episode_948,c_7,c_2,c_5,m_1,0.7077,0.8626089116
episode_949,c_10,c_10,c_11,c_7,0.7536,0.7693308115
episode_950,c_6,c_8,m_2,c_8,0.7472,0.7397511327
episode_951,c_5,c_11,c_9,c_4,0.7346,0.8004438704
episode_952,c_5,c_5,c_10,c_4,0.7469,0.7531257272
episode_953,c_10,c_7,c_12,s,0.7293,0.8387213851
episode_954,c_12,m_1,c_7,c_2,0.7329,0.849814771
episode_955,c_8,c_8,c_3,c_9,0.7161,0.8556530501
episode_956,c_7,c_10,c_3,m_2,0.7386,0.7568700913
episode_957,c_8,m_2,c_5,c_12,0.7729,0.7266658715
episode_958,c_5,c_1,m_2,c_8,0.7324,0.8091076883
episode_959,c_12,m_1,c_5,c_11,0.757,0.7347015918
episode_960,m_1,c_6,m_2,c_6,0.6966,0.8887520419
episode_961,c_12,c_10,c_8,c_9,0.7564,0.7773288469
episode_962,c_1,c_9,s,-,0.707,0.8873637054
episode_963,c_3,c_10,c_1,c_9,0.7367,0.8488403857
episode_964,c_3,c_10,c_3,m_3,0.7434,0.7453223552
episode_965,c_9,c_12,m_3,c_6,0.7762,0.6634890669
episode_966,c_4,c_5,c_7,c_7,0.6847,0.9220500547
episode_967,c_10,c_11,c_1,c_10,0.7374,0.8067262404
episode_968,c_1,c_10,c_9,c_11,0.719,0.8492443096
episode_969,c_4,m_1,m_1,c_3,0.7041,0.8408856823
episode_970,c_10,c_1,c_4,c_11,0.7264,0.8143873209
episode_971,c_1,m_2,c_10,c_5,0.7504,0.780683126
episode_972,c_1,c_7,c_9,c_9,0.7586,0.7324546658
episode_973,c_7,c_10,c_10,c_11,0.7073,0.8542714598
episode_974,c_2,c_1,c_12,c_6,0.7171,0.8635175241
episode_975,c_3,c_6,c_7,c_7,0.7364,0.7914828366
episode_976,c_10,m_1,c_9,c_11,0.7719,0.7163165995
episode_977,c_7,c_10,c_11,c_10,0.7383,0.7716200436
episode_978,c_2,c_1,c_12,c_5,0.7322,0.7816410814
episode_979,c_5,c_1,c_11,m_1,0.7132,0.8443083076
episode_980,c_1,m_3,c_8,m_2,0.7361,0.7713797514
episode_981,c_9,c_11,c_1,c_10,0.7402,0.7766670685
episode_982,c_1,s,-,-,0.6824,0.9222057566
episode_983,c_3,c_4,c_6,c_11,0.7446,0.7642451825
episode_984,c_7,m_2,c_6,c_4,0.7163,0.8201699578
episode_985,c_9,c_11,m_1,c_3,0.7222,0.8241986485
episode_986,c_1,c_9,c_8,c_3,0.7446,0.7984446157
episode_987,c_6,c_7,c_8,c_10,0.7251,0.7993954341
episode_988,c_5,c_11,c_11,c_4,0.7327,0.8042854309
episode_989,m_3,c_4,c_10,c_10,0.6823,0.9788202216
episode_990,c_12,c_3,c_7,m_1,0.7288,0.7947791016
episode_991,c_12,m_3,c_8,c_10,0.7596,0.7145714473
episode_992,c_12,c_10,c_6,m_3,0.761,0.7030323519
episode_993,c_1,c_5,c_10,c_9,0.7282,0.8140822629
episode_994,c_3,c_12,m_3,c_1,0.7612,0.6971868226
episode_995,c_7,c_5,m_2,c_6,0.7377,0.7601529001
episode_996,c_2,c_9,c_7,m_1,0.723,0.8068863038
episode_997,c_10,c_7,c_11,c_10,0.7295,0.7838135236
episode_998,c_3,m_2,c_8,c_9,0.7387,0.7942846444
episode_999,c_12,m_3,c_6,c_8,0.7434,0.7955034499
episode_1000,c_4,c_6,m_2,c_10,0.7146,0.9074715097
episode_1001,c_3,c_1,c_6,m_3,0.721,0.8069136542
episode_1002,c_6,c_6,c_5,c_4,0.71,0.8619048816
episode_1003,c_2,c_11,m_1,m_1,0.7327,0.7872689457
episode_1004,c_8,m_1,m_1,m_3,0.6981,0.9331337324
episode_1005,c_4,m_2,c_2,c_2,0.7388,0.7698941817
episode_1006,c_8,c_4,s,-,0.6848,0.9017666427
episode_1007,c_2,c_7,m_2,c_8,0.7222,0.8051841713
episode_1008,c_6,c_6,c_8,c_8,0.727,0.8598706117
episode_1009,c_5,c_5,c_10,c_4,0.7469,0.7531257272
episode_1010,c_4,c_2,c_10,c_6,0.728,0.8847059436
episode_1011,c_12,m_2,c_1,c_1,0.7329,0.8027265525
episode_1012,c_9,c_10,c_1,m_3,0.7405,0.7688719716
episode_1013,c_7,c_4,s,-,0.6994,0.8946182781
episode_1014,c_4,c_11,c_7,c_6,0.6841,0.9230426995
episode_1015,c_1,c_3,c_9,c_9,0.7339,0.8407261132
episode_1016,c_7,c_9,c_5,c_12,0.6895,0.998207092
episode_1017,c_11,m_3,m_2,c_4,0.7125,0.8338005322
episode_1018,c_12,c_11,c_1,c_6,0.7467,0.7497600924
episode_1019,c_2,c_4,c_5,c_11,0.677,0.9576203646
episode_1020,c_6,c_8,m_2,c_8,0.7472,0.7397511327
episode_1021,c_1,m_3,m_2,c_5,0.6873,0.9039675798
episode_1022,c_9,m_2,m_3,c_8,0.7296,0.7913856536
episode_1023,c_6,c_12,c_3,c_3,0.7468,0.7484194505
episode_1024,c_9,c_9,c_1,s,0.7251,0.8849863998
episode_1025,c_12,m_1,c_10,s,0.7347,0.8385306963
episode_1026,c_1,c_4,c_9,c_7,0.697,0.9077306472
episode_1027,c_5,c_8,c_11,c_9,0.7302,0.8044698994
episode_1028,c_7,c_2,c_3,m_2,0.714,0.8254394261
episode_1029,c_11,c_6,m_2,c_2,0.7481,0.7643162394
episode_1030,c_5,c_1,c_11,c_12,0.6921,1.0064270259
episode_1031,c_7,c_11,c_8,c_4,0.7148,0.8499813066
episode_1032,c_7,c_6,c_11,m_2,0.7188,0.8405251194
episode_1033,m_3,m_1,c_1,c_9,0.6263,1.0576677496
episode_1034,c_9,c_7,c_9,c_10,0.7072,0.8593181846
episode_1035,c_12,c_10,c_7,c_6,0.7388,0.7821158164
episode_1036,c_12,m_2,c_1,c_1,0.7329,0.8027265525
episode_1037,c_6,c_9,c_4,c_10,0.7349,0.7896136202
episode_1038,c_10,c_6,s,-,0.6832,0.9411972136
episode_1039,c_3,c_3,m_3,m_2,0.7146,0.8301203687
episode_1040,c_6,c_5,c_2,c_11,0.7105,0.8860661476
episode_1041,c_2,m_1,c_8,c_9,0.7736,0.7046771322
episode_1042,c_11,c_2,c_8,m_3,0.6865,0.9093677519
episode_1043,c_3,c_11,c_5,c_8,0.7279,0.7894642309
episode_1044,c_7,c_3,c_10,m_2,0.7139,0.8433853365
episode_1045,c_5,c_4,c_4,c_11,0.706,0.8899975504
episode_1046,c_10,c_5,c_7,c_1,0.7325,0.7933563877
episode_1047,c_3,c_4,c_8,m_2,0.7254,0.7945676965
episode_1048,c_10,m_1,c_2,c_7,0.7293,0.8125205677
episode_1049,m_1,c_7,s,-,0.6656,0.9976154846
episode_1050,c_1,m_2,c_10,c_5,0.7504,0.780683126
episode_1051,c_11,c_1,c_4,c_1,0.6785,0.9445960993
episode_1052,c_7,c_10,c_2,m_2,0.6946,0.8837661983
episode_1053,c_1,s,-,-,0.6824,0.9222057566
episode_1054,c_4,m_1,m_1,c_3,0.7041,0.8408856823
episode_1055,c_2,c_5,c_5,c_7,0.7198,0.8222274322
episode_1056,c_12,c_12,c_11,m_2,0.7476,0.7528800495
episode_1057,c_4,c_11,m_2,c_12,0.7617,0.7110886818
episode_1058,c_1,c_8,m_3,c_8,0.7562,0.7250076348
episode_1059,c_3,c_10,c_4,s,0.6881,0.9133847972
episode_1060,c_5,c_11,c_12,c_2,0.7396,0.7768695555
episode_1061,c_1,c_7,c_6,c_8,0.7203,0.79331731
episode_1062,c_11,c_9,c_2,c_11,0.7238,0.8402155328
episode_1063,m_2,m_2,c_9,s,0.6511,0.993435927
episode_1064,c_11,m_1,c_2,c_11,0.7626,0.7000835917
episode_1065,c_4,c_9,c_1,c_9,0.7131,0.8409836168
episode_1066,c_10,c_7,m_3,c_10,0.7169,0.8043887445
episode_1067,c_1,c_2,c_12,c_12,0.7484,0.7550197667
episode_1068,c_4,c_8,c_11,s,0.7367,0.8082852464
episode_1069,c_5,c_1,c_11,m_1,0.7132,0.8443083076
episode_1070,c_8,c_12,c_12,c_1,0.7143,0.8850316566
episode_1071,c_4,c_4,c_3,c_11,0.7284,0.8173319738
episode_1072,c_11,m_2,m_2,c_10,0.7579,0.7428108176
episode_1073,c_3,c_7,c_10,m_2,0.7019,0.8741518708
episode_1074,c_12,c_4,c_6,c_11,0.7498,0.7797471115
episode_1075,m_2,c_9,c_12,m_3,0.7081,0.8480791665
episode_1076,c_8,m_3,c_9,c_12,0.7845,0.6659585208
episode_1077,c_4,c_7,m_3,c_11,0.7509,0.7484703567
episode_1078,c_6,c_2,m_3,c_12,0.7656,0.6970809982
episode_1079,c_2,c_2,c_4,c_6,0.7345,0.7922038509
episode_1080,c_5,m_3,c_8,c_6,0.7322,0.7941829334
episode_1081,c_4,c_1,c_3,c_3,0.7342,0.8067831639
episode_1082,c_6,c_12,c_3,c_3,0.7468,0.7484194505
episode_1083,c_8,m_1,m_1,m_3,0.6981,0.9331337324
episode_1084,c_7,c_10,c_3,m_2,0.7386,0.7568700913
episode_1085,c_6,c_4,c_4,m_3,0.7253,0.797657841
episode_1086,c_6,c_4,c_11,m_3,0.7255,0.8082420386
episode_1087,c_6,c_4,c_8,c_5,0.7318,0.8032078597
episode_1088,c_3,c_12,m_3,c_1,0.7612,0.6971868226
episode_1089,c_9,c_1,c_11,m_3,0.7369,0.808104052
episode_1090,c_10,m_1,c_7,m_2,0.717,0.8430352836
episode_1091,c_11,c_6,c_12,c_6,0.7766,0.7165703592
episode_1092,c_8,m_1,c_9,c_2,0.7537,0.7363906955
episode_1093,c_12,m_3,c_1,c_8,0.7468,0.7284915247
episode_1094,c_7,c_7,c_3,c_10,0.7328,0.803633564
episode_1095,c_7,m_1,c_2,m_1,0.7185,0.8180349734
episode_1096,c_3,c_10,m_1,c_6,0.7294,0.8031685129
episode_1097,c_7,c_2,c_8,c_5,0.6981,0.9728408538
episode_1098,c_8,c_6,c_2,m_3,0.7275,0.7705446959
episode_1099,c_8,c_11,s,-,0.6823,0.9216693419
episode_1100,c_6,c_11,c_8,c_8,0.7429,0.7795238375
episode_1101,c_9,c_10,c_4,c_7,0.7197,0.8672604976
episode_1102,c_11,c_10,c_9,c_8,0.6926,0.9225399631
episode_1103,c_2,c_5,c_4,c_3,0.7176,0.8333778988
episode_1104,c_5,c_10,c_6,c_10,0.7291,0.7995486699
episode_1105,c_4,c_6,m_1,m_3,0.7348,0.7779140927
episode_1106,c_7,c_11,c_3,c_9,0.7592,0.72615388
episode_1107,c_4,c_10,c_3,c_3,0.7385,0.7836512778
episode_1108,c_6,c_4,c_8,c_1,0.7038,0.8797884351
episode_1109,c_6,m_3,c_12,m_2,0.7633,0.6977695409
episode_1110,c_4,c_7,c_1,m_1,0.7092,0.8688601993
episode_1111,c_4,c_2,c_10,c_11,0.6584,1.0560155879
episode_1112,c_9,c_11,m_3,c_9,0.7804,0.6454612292
episode_1113,c_8,c_12,c_1,s,0.704,0.9129950622
episode_1114,c_6,c_12,c_7,c_12,0.7165,0.8765576422
episode_1115,c_12,c_2,c_5,c_7,0.7373,0.7964193786
episode_1116,c_1,c_7,c_3,c_12,0.7448,0.7979235147
episode_1117,c_3,c_8,c_5,s,0.7145,0.8202462602
episode_1118,m_3,c_10,c_8,c_4,0.6754,0.984139538
episode_1119,c_3,c_7,c_2,c_11,0.7279,0.7953396857
episode_1120,c_2,c_11,c_11,m_2,0.7043,0.8947805203
episode_1121,c_1,c_5,c_10,c_9,0.7282,0.8140822629
episode_1122,c_9,c_5,c_9,c_12,0.7329,0.841494926
episode_1123,c_4,c_11,c_1,c_8,0.7213,0.8130886883
episode_1124,c_11,c_6,c_4,c_3,0.7179,0.8176234499
episode_1125,c_4,c_7,m_3,c_11,0.7509,0.7484703567
episode_1126,c_9,m_3,c_5,c_1,0.7455,0.7539090007
episode_1127,c_6,c_1,c_7,c_3,0.7297,0.8326694029
episode_1128,c_10,m_2,c_2,c_6,0.766,0.7099362363
episode_1129,c_3,c_10,s,-,0.6918,0.8943730098
episode_1130,c_10,m_1,c_2,c_7,0.7293,0.8125205677
episode_1131,m_3,c_12,c_11,c_2,0.7021,0.8953205409
episode_1132,c_4,c_10,s,-,0.6947,0.8927841838
episode_1133,c_4,c_3,m_3,m_2,0.7199,0.8205918969
episode_1134,c_11,c_9,m_3,c_9,0.7782,0.6462198763
episode_1135,c_4,c_7,c_7,c_1,0.6961,0.8853575271
episode_1136,c_11,m_3,m_2,c_5,0.7012,0.8634085464
episode_1137,c_10,c_7,s,-,0.7117,0.8413266377
episode_1138,c_7,c_1,c_5,c_2,0.7165,0.8436643237
episode_1139,c_6,c_4,c_9,c_12,0.7036,0.9035053473
episode_1140,c_4,c_7,c_11,m_1,0.7291,0.8230801157
episode_1141,c_7,c_9,c_11,c_11,0.7496,0.7627056499
episode_1142,c_2,c_1,m_2,c_8,0.7056,0.8649997373
episode_1143,c_10,c_9,c_7,c_8,0.7608,0.7137064576
episode_1144,c_7,c_10,c_5,c_5,0.7354,0.793348402
episode_1145,c_10,c_4,c_2,c_2,0.731,0.7900092339
episode_1146,c_2,c_4,c_9,c_8,0.7435,0.7618846831
episode_1147,c_9,c_2,c_10,c_8,0.7368,0.7838314301
episode_1148,c_6,c_3,c_12,c_3,0.7418,0.7756717395
episode_1149,c_11,c_3,c_11,m_3,0.7592,0.7185576933
episode_1150,c_9,c_7,c_10,c_8,0.7207,0.8459295054
episode_1151,c_6,c_12,c_7,c_12,0.7165,0.8765576422
episode_1152,m_3,c_10,c_5,s,0.6909,0.9065854813
episode_1153,c_6,c_12,c_1,c_8,0.7212,0.8423475908
episode_1154,c_4,c_4,m_2,c_4,0.6799,0.9471903784
episode_1155,c_5,c_11,c_12,c_2,0.7396,0.7768695555
episode_1156,c_3,c_5,c_11,m_2,0.73,0.7938007363
episode_1157,c_4,c_3,m_1,m_2,0.6926,0.8925090699
episode_1158,c_9,c_4,m_1,c_9,0.7439,0.7594102645
episode_1159,c_9,c_7,c_1,c_11,0.7163,0.8495640209
episode_1160,c_7,c_10,c_3,m_1,0.7227,0.8311607223
episode_1161,c_10,c_5,c_2,c_2,0.7251,0.8041000025
episode_1162,c_1,c_9,c_8,c_3,0.7446,0.7984446157
episode_1163,c_5,m_1,m_2,c_9,0.7172,0.8366363506
episode_1164,c_3,c_7,c_9,c_4,0.7168,0.8221842262
episode_1165,m_3,c_12,c_4,c_12,0.7322,0.8694114029
episode_1166,c_5,c_4,m_3,c_11,0.7391,0.7554947794
episode_1167,c_9,c_2,c_6,m_3,0.7413,0.7577189136
episode_1168,c_4,c_5,c_12,c_1,0.7253,0.8181464601
episode_1169,m_1,c_12,m_2,m_1,0.663,0.9834420828
episode_1170,c_5,c_2,m_1,c_11,0.6695,0.943836349
episode_1171,m_3,c_12,c_3,c_4,0.7104,0.8867726786
episode_1172,c_9,m_3,c_8,c_11,0.7711,0.7193366932
episode_1173,c_11,c_5,c_7,c_7,0.6933,0.9505916556
episode_1174,c_7,c_3,c_4,c_10,0.7047,0.9021214833
episode_1175,c_2,c_7,m_1,c_5,0.7138,0.8776090738
episode_1176,c_3,c_8,c_3,m_1,0.708,0.8546552989
episode_1177,c_10,m_1,c_7,c_12,0.7609,0.7327970257
episode_1178,c_3,c_4,c_4,c_9,0.6947,0.8988509561
episode_1179,c_7,c_4,c_1,c_7,0.7322,0.8172239341
episode_1180,c_5,c_7,c_10,s,0.7041,0.8619591812
episode_1181,c_12,c_1,c_5,c_5,0.7232,0.8240400003
episode_1182,c_2,c_8,c_10,c_12,0.732,0.8074704581
episode_1183,m_2,c_9,c_8,m_1,0.6968,0.8861066705
episode_1184,c_9,c_2,c_6,m_3,0.7413,0.7577189136
episode_1185,c_4,c_12,c_4,c_4,0.7282,0.8327663187
episode_1186,c_7,c_11,c_7,c_2,0.7527,0.7452207472
episode_1187,c_10,c_12,c_3,s,0.7365,0.7831371754
episode_1188,c_10,c_12,c_8,c_1,0.7179,0.8777930419
episode_1189,c_7,c_3,c_2,m_3,0.7007,0.8564022744
episode_1190,c_11,m_2,m_2,c_9,0.7552,0.7411308552
episode_1191,c_4,m_1,m_3,c_4,0.6914,0.9267254698
episode_1192,c_3,c_2,s,-,0.6847,0.9131773911
episode_1193,c_12,c_10,c_3,c_3,0.7383,0.7778798167
episode_1194,c_10,c_9,s,-,0.6977,0.8804154019
episode_1195,c_9,m_3,c_4,c_9,0.7695,0.7028476385
episode_1196,c_11,c_9,c_2,c_11,0.7238,0.8402155328
episode_1197,m_2,m_2,c_9,s,0.6511,0.993435927
episode_1198,c_9,c_2,c_11,c_2,0.744,0.7935853992
episode_1199,c_2,m_1,c_5,s,0.7142,0.8467489408
episode_1200,c_11,c_9,c_9,c_5,0.7398,0.8301685802
episode_1201,c_12,c_12,c_3,c_5,0.7529,0.7397268837
episode_1202,c_3,c_11,c_4,m_1,0.7401,0.7668442963
episode_1203,c_9,c_7,c_10,c_5,0.7101,0.8781219827
episode_1204,c_7,c_3,c_2,m_3,0.7007,0.8564022744
episode_1205,c_7,c_1,c_3,c_1,0.7115,0.8477771933
episode_1206,c_6,c_10,c_1,c_7,0.7012,0.8896759444
episode_1207,c_11,c_3,c_5,s,0.7248,0.8020552769
episode_1208,c_6,c_2,c_11,c_10,0.7313,0.8197697163
episode_1209,c_8,m_3,c_12,c_12,0.7729,0.7123670655
episode_1210,c_2,c_9,m_1,c_11,0.747,0.8209638706
episode_1211,c_10,c_1,c_12,c_3,0.7562,0.7502610938
episode_1212,c_10,c_4,c_2,c_2,0.731,0.7900092339
episode_1213,c_7,c_5,c_3,c_2,0.7228,0.8870590949
episode_1214,c_7,c_2,c_7,c_10,0.7274,0.8126425457
episode_1215,m_2,m_2,c_4,c_6,0.5937,1.1657395552
episode_1216,c_2,c_11,c_1,c_12,0.7276,0.8038307641
episode_1217,c_5,c_7,c_12,m_2,0.7164,0.8195805932
episode_1218,c_2,m_2,s,-,0.7162,0.8563941421
episode_1219,c_7,c_6,c_11,m_3,0.7449,0.7797667651
episode_1220,c_5,c_10,c_1,c_10,0.6763,1.062360374
episode_1221,c_7,c_6,c_2,c_7,0.7085,0.8946623439
episode_1222,c_7,c_10,s,-,0.654,1.0063685571
episode_1223,c_11,c_10,m_3,c_10,0.7717,0.7231780836
episode_1224,c_11,c_8,c_10,m_1,0.7218,0.8112955083
episode_1225,c_10,c_8,c_5,m_2,0.7137,0.8387665653
episode_1226,c_4,c_6,c_11,s,0.711,0.84820136
episode_1227,c_1,c_12,m_1,c_7,0.7242,0.8232263192
episode_1228,c_5,c_11,c_10,c_6,0.716,0.8336110063
episode_1229,c_11,c_5,m_3,c_11,0.7665,0.7025257262
episode_1230,c_4,c_7,m_3,c_11,0.7509,0.7484703567
episode_1231,c_7,c_11,c_5,c_2,0.6912,0.9032417877
episode_1232,c_5,c_4,m_3,c_11,0.7391,0.7554947794
episode_1233,c_12,c_1,c_7,c_12,0.707,0.8447198479
episode_1234,c_6,c_9,c_6,s,0.731,0.8075001251
episode_1235,c_12,m_3,c_11,s,0.776,0.6863665084
episode_1236,c_1,c_8,c_4,c_8,0.7032,0.8926340031
episode_1237,c_5,c_11,c_9,c_4,0.7346,0.8004438704
episode_1238,c_10,c_5,c_7,c_9,0.717,0.8397955895
episode_1239,c_7,c_10,c_3,m_1,0.7227,0.8311607223
episode_1240,c_2,c_9,c_5,m_2,0.7256,0.8122290437
episode_1241,c_1,s,-,-,0.6824,0.9222057566
episode_1242,c_1,c_3,s,-,0.6738,0.9468688019
episode_1243,c_7,c_8,m_3,c_9,0.7635,0.6926734361
episode_1244,c_2,c_9,c_10,c_6,0.7448,0.7494242482
episode_1245,c_6,c_4,c_10,m_1,0.7124,0.8583398746
episode_1246,c_2,c_11,s,-,0.7027,0.8776281724
episode_1247,c_9,m_2,c_8,m_1,0.7417,0.7567762444
episode_1248,c_10,c_6,c_9,c_10,0.756,0.7291960112
episode_1249,c_7,c_9,m_2,m_1,0.7285,0.8107211583
episode_1250,c_12,m_2,c_9,c_5,0.7626,0.6956959653
episode_1251,m_3,c_7,c_8,m_2,0.6871,0.8949398999
episode_1252,c_3,c_6,m_1,c_1,0.6936,0.8744956475
episode_1253,c_1,c_2,s,-,0.6868,0.9153530475
episode_1254,c_5,c_11,c_11,c_4,0.7327,0.8042854309
episode_1255,c_4,c_9,m_2,c_1,0.7297,0.7964161064
episode_1256,c_10,m_1,c_1,c_12,0.7252,0.8375806171
episode_1257,c_8,c_6,c_11,c_3,0.7465,0.7847323103
episode_1258,c_1,c_1,c_12,c_11,0.7502,0.7555090555
episode_1259,c_5,c_2,c_5,c_9,0.7238,0.8053322013
episode_1260,c_5,c_4,c_2,c_7,0.6924,0.8891858989
episode_1261,c_8,c_11,c_6,c_11,0.7186,0.8301504921
episode_1262,c_12,c_9,c_7,s,0.7481,0.759815161
episode_1263,c_9,m_3,m_3,c_6,0.7278,0.7923222198
episode_1264,c_5,c_7,c_3,c_6,0.7155,0.8433741025
episode_1265,c_11,m_3,m_2,c_4,0.7125,0.8338005322
episode_1266,c_6,c_11,c_9,c_2,0.7209,0.8606910947
episode_1267,c_5,c_3,m_1,c_9,0.7389,0.7677965093
episode_1268,c_6,m_2,c_2,s,0.7228,0.8173229758
episode_1269,c_5,c_9,m_3,c_7,0.7424,0.7582964886
episode_1270,c_12,c_3,c_7,c_12,0.7385,0.7832659954
episode_1271,m_2,c_2,c_3,s,0.6809,0.9677875476
episode_1272,c_5,c_7,s,-,0.7177,0.8618602972
episode_1273,c_8,m_1,m_1,m_3,0.6981,0.9331337324
episode_1274,c_5,c_3,c_2,m_3,0.7361,0.7922829527
episode_1275,c_3,m_2,c_2,c_11,0.7631,0.7389475489
episode_1276,c_2,c_6,c_5,c_3,0.7089,0.8734121778
episode_1277,c_1,c_7,c_9,c_3,0.7466,0.7471978688
episode_1278,c_4,c_2,c_6,c_12,0.6993,0.9195123248
episode_1279,c_10,c_5,m_2,c_3,0.7303,0.8128446429
episode_1280,c_12,c_12,c_6,s,0.7243,0.8543385256
